Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
001720,KR7001720002,신영증권,KOSPI,,58900,2,-100,-0.17,58900,59300,58900,3820,225544200,552849359300,9386237,STK
403870,KR7403870009,HPSP,KOSDAQ,중견기업부,27100,1,450,1.69,27000,29500,25800,2849025,79184219300,549852225000,20289750,KSQ
101730,KR7101730000,위메이드맥스,KOSDAQ,중견기업부,16480,1,1170,7.64,15700,17730,15700,2427333,40893383150,548706412160,33295292,KSQ
036830,KR7036830008,솔브레인홀딩스,KOSDAQ GLOBAL,우량기업부,26150,2,-350,-1.32,26800,26800,25900,64933,1701215400,548210064400,20964056,KSQ
000640,KR7000640003,동아쏘시오홀딩스,KOSPI,,85800,1,500,0.59,85300,86600,83500,10590,895208800,544736735400,6348913,STK
058970,KR7058970005,엠로,KOSDAQ,기술성장기업부,48450,1,2650,5.79,45750,49000,44550,641706,30043156000,543227214000,11212120,KSQ
005690,KR7005690003,파미셀,KOSPI,,9050,2,-10,-0.11,9100,9120,9000,205700,1859161690,543153524200,60016964,STK
192400,KR7192400000,쿠쿠홀딩스,KOSPI,,15150,1,50,0.33,14960,15350,14960,21076,320381840,538767102750,35562185,STK
017960,KR7017960006,한국카본,KOSPI,,12200,1,1180,10.71,11360,12280,11300,2331201,27762052440,536321235400,43960757,STK
004890,KR7004890000,동일산업,KOSPI,,219500,1,500,0.23,219000,219500,217000,243,53071500,532334692500,2425215,STK
006405,KR7006401004,삼성SDI우,KOSPI,,329000,2,-2000,-0.6,334000,334000,326500,1767,579972000,532287784000,1617896,STK
003520,KR7003520004,영진약품,KOSPI,,2895,1,45,1.58,2850,2930,2850,388149,1122009080,529474456245,182892731,STK
363280,KR7363280009,티와이홀딩스,KOSPI,,10390,1,140,1.37,10160,10390,10160,35795,368356510,529155094520,50929268,STK
013890,KR7013890009,지누스,KOSPI,,27900,1,50,0.18,27900,28150,27750,20985,585884700,527328860400,18900676,STK
131970,KR7131970006,두산테스나,KOSDAQ,우량기업부,35600,1,2050,6.11,33550,36000,33050,762347,26535836150,525440941200,14759577,KSQ
082740,KR7082740002,HSD엔진,KOSPI,,7280,1,290,4.15,6910,7310,6910,451807,3253428390,520840276320,71543994,STK
417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,27100,2,-1300,-4.58,28650,28650,27000,523795,14460735450,519082288800,19154328,KSQ
336570,KR7336570007,원텍,KOSDAQ,기술성장기업부,5880,1,430,7.89,5480,6020,5270,1898358,10832000210,517010471880,87926951,KSQ
001820,KR7001820000,삼화콘덴서,KOSPI,,49450,2,-50,-0.1,49950,50200,48600,93840,4623143050,514032750000,10395000,STK
002240,KR7002240000,고려제강,KOSPI,,20550,1,350,1.73,20200,20550,20200,16827,344272050,513750000000,25000000,STK
036810,KR7036810000,에프에스티,KOSDAQ,우량기업부,23450,1,450,1.96,23000,23550,22400,391726,9045738050,510196702050,21756789,KSQ
089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,31750,1,850,2.75,31250,31750,30900,120650,3795084000,507651924750,15989037,KSQ
060250,KR7060250008,NHN한국사이버결제,KOSDAQ GLOBAL,우량기업부,12640,1,150,1.2,12490,12690,12430,153439,1935213750,507630123040,40160611,KSQ
000815,KR7000811000,삼성화재우,KOSPI,,158900,1,1400,0.89,157200,158900,157200,3287,519800900,507208800000,3192000,STK
014830,KR7014830004,유니드,KOSPI,,74800,1,600,0.81,73800,75500,73800,16831,1256845200,506216480000,6767600,STK
011000,KR7011000007,진원생명과학,KOSPI,,6480,2,-70,-1.07,6480,6550,6420,246658,1597184260,503830361520,77751599,STK
101360,KR7101360006,에코앤드림,KOSDAQ,우량기업부,46950,2,-50,-0.11,47650,47650,46000,299459,14011261650,503556497100,10725378,KSQ
104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,46950,1,50,0.11,46900,47650,46150,83587,3921801000,503004693750,10713625,KSQ
241590,KR7241590009,화승엔터프라이즈,KOSPI,,8290,1,100,1.22,8170,8290,8170,97894,804647120,502285098040,60589276,STK
051905,KR7051901007,LG생활건강우,KOSPI,,239000,3,0,0.0,240000,242500,237500,26466,6340763500,501827583000,2099697,STK
000370,KR7000370007,한화손해보험,KOSPI,,4295,1,40,0.94,4260,4295,4245,164394,701542200,501393639925,116738915,STK
093050,KR7093050003,LF,KOSPI,,17130,2,-10,-0.06,17250,17250,17000,46853,800103200,500881200000,29240000,STK
299030,KR7299030007,하나기술,KOSDAQ,벤처기업부,66500,1,1300,1.99,66100,66700,64700,178118,11712987200,497526732500,7481605,KSQ
00680K,KR700680K019,미래에셋증권2우B,KOSPI,,3550,1,5,0.14,3545,3555,3525,32163,113814995,497000000000,140000000,STK
003470,KR7003470002,유안타증권,KOSPI,,2475,1,25,1.02,2455,2485,2450,210302,519063530,494001525600,199596576,STK
009450,KR7009450008,경동나비엔,KOSPI,,33750,1,250,0.75,33300,33950,33300,18867,635343650,491689980000,14568592,STK
060280,KR7060280005,큐렉소,KOSDAQ,중견기업부,12250,2,-450,-3.54,12730,13290,12130,2104888,26685611350,490667306500,40054474,KSQ
095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,12160,2,-100,-0.82,12190,12320,12070,115853,1407541930,490212269440,40313509,KSQ
108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,40000,2,-900,-2.2,42800,44800,39800,2595497,110348055450,489536120000,12238403,KSQ
328130,KR7328130000,루닛,KOSDAQ,기술성장기업부,39900,2,-500,-1.24,40700,41100,39800,147884,5955256100,488981881500,12255185,KSQ
068240,KR7068240001,다원시스,KOSDAQ,벤처기업부,13930,1,410,3.03,13780,14300,13710,226580,3176787320,482821029670,34660519,KSQ
394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,22700,2,-1400,-5.81,23900,24400,22700,1586575,37339545400,480383619800,21162274,KSQ
091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,8150,1,120,1.49,8030,8220,7980,357303,2908261370,480183444100,58918214,KSQ
389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,76800,2,-3400,-4.24,82000,83500,76500,659853,52560332600,474232627200,6174904,KSQ
217270,KR7217270008,넵튠,KOSDAQ,중견기업부,10210,1,50,0.49,10150,10300,10070,26923,275300050,473977094300,46422830,KSQ
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,12620,1,10,0.08,12560,12750,12500,120037,1512305090,472546700020,37444271,KSQ
018250,KR7018250001,애경산업,KOSPI,,17720,1,320,1.84,17250,17730,17250,43161,756472610,467984048200,26409935,STK
131290,KR7131290009,티에스이,KOSDAQ GLOBAL,우량기업부,42300,1,1650,4.06,40250,42300,39650,268142,11109266350,467898446700,11061429,KSQ
001060,KR7001060003,JW중외제약,KOSPI,,20900,1,1250,6.36,20300,21500,20050,321239,6698711200,463521892900,22178081,STK
289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,20900,1,1100,5.56,20050,21450,19820,537171,11260151740,462344470500,22121745,KSQ
091120,KR7091120006,이엠텍,KOSDAQ,우량기업부,26900,2,-650,-2.36,27150,27250,26150,413444,11075444550,460875978400,17132936,KSQ
034310,KR7034310003,NICE,KOSPI,,12160,3,0,0.0,12200,12240,12120,20129,245001020,460648768000,37882300,STK
136510,KR7136510005,스마트솔루션즈,KOSDAQ,관리종목(소속부없음),11600,0,0,0.0,0,0,0,0,0,459490743600,39611271,KSQ
348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,44000,2,-2300,-4.97,46500,47950,43850,1235787,56258931250,459349880000,10439770,KSQ
006730,KR7006730006,서부T&D,KOSDAQ,중견기업부,7570,1,140,1.88,7500,7630,7450,154619,1170377650,457225766850,60399705,KSQ
118990,KR7118990001,모트렉스,KOSDAQ,중견기업부,18570,1,420,2.31,18170,18650,18000,988124,18224653510,454881435000,24495500,KSQ
298690,KR7298690009,에어부산,KOSPI,,3890,1,270,7.46,3620,3940,3600,829244,3128792210,453729600000,116640000,STK
059090,KR7059090001,미코,KOSDAQ,우량기업부,13500,1,970,7.74,12450,13590,12450,9737779,128595670550,451126503000,33416778,KSQ
043150,KR7043150002,바텍,KOSDAQ,우량기업부,30350,2,-50,-0.16,30350,30500,30100,28360,858074050,450826669600,14854256,KSQ
004430,KR7004430005,송원산업,KOSPI,,18710,1,640,3.54,18120,18760,18080,170233,3149230360,449040000000,24000000,STK
090435,KR7090431008,아모레퍼시픽우,KOSPI,,42500,1,300,0.71,42900,42900,41700,12157,514818448,448707775000,10557830,STK
170900,KR7170900005,동아에스티,KOSPI,,53100,1,400,0.76,52700,53400,52000,11436,602643500,448513822800,8446588,STK
183300,KR7183300003,코미코,KOSDAQ GLOBAL,우량기업부,44750,1,250,0.56,44500,45400,44250,48258,2154778900,448415003250,10020447,KSQ
005090,KR7005090006,SGC에너지,KOSPI,,30550,1,900,3.04,29650,30650,29600,43379,1306814900,448382472200,14677004,STK
006740,KR7006740005,영풍제지,KOSPI,,20100,1,800,4.15,19330,20100,19090,221150,4322547450,448129500000,22295000,STK
036420,KR7036420008,콘텐트리중앙,KOSPI,,23250,1,500,2.2,22850,23500,22550,84550,1931892050,447848661000,19262308,STK
294140,KR7294140009,레몬,KOSDAQ,기술성장기업부,12010,3,0,0.0,12050,12360,11160,4782115,56670825150,444370000000,37000000,KSQ
060720,KR7060720000,KH바텍,KOSDAQ,중견기업부,18760,1,40,0.21,18490,18900,18370,345854,6460347430,444188811920,23677442,KSQ
058650,KR7058650003,세아홀딩스,KOSPI,,110700,1,2700,2.5,107700,111900,107700,374,41138800,442800000000,4000000,STK
033640,KR7033640004,네패스,KOSDAQ,중견기업부,19120,1,690,3.74,18430,19160,18190,309288,5846584790,440891942240,23059202,KSQ
357120,KR7357120005,코람코에너지리츠,KOSPI,,4975,3,0,0.0,4985,5030,4970,33423,166779545,440459008150,88534474,STK
432320,KR7432320000,KB스타리츠,KOSPI,,4340,3,0,0.0,4340,4355,4300,20053,86977300,440137996900,101414285,STK
085620,KR7085620003,미래에셋생명,KOSPI,,2480,1,5,0.2,2475,2495,2460,62913,155668100,439000148720,177016189,STK
228670,KR7228670006,레이,KOSDAQ,우량기업부,30900,1,350,1.15,31300,31800,30550,192905,5999130600,438376971300,14186957,KSQ
025860,KR7025860008,남해화학,KOSPI,,8810,1,140,1.61,8670,8820,8660,125822,1103152930,437670606830,49678843,STK
204270,KR7204270003,제이앤티씨,KOSDAQ,우량기업부,7530,1,160,2.17,7370,7680,7300,100575,751551980,435598948980,57848466,KSQ
023160,KR7023160005,태광,KOSDAQ,우량기업부,16430,1,420,2.62,16290,16470,16090,187413,3063617850,435395000000,26500000,KSQ
286940,KR7286940002,롯데정보통신,KOSPI,,28050,1,50,0.18,28100,28200,27600,23663,659215500,431867084550,15396331,STK
041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,6710,2,-40,-0.59,6750,6820,6680,84481,568724120,430687227960,64185876,KSQ
000400,KR7000400002,롯데손해보험,KOSPI,,1386,1,15,1.09,1373,1393,1373,67100,92519262,430126139520,310336320,STK
179900,KR7179900006,유티아이,KOSDAQ,벤처기업부,26300,2,-600,-2.23,26900,27750,25500,188713,5045030500,428345338500,16286895,KSQ
042600,KR7042600007,새로닉스,KOSDAQ,우량기업부,34400,2,-600,-1.71,35600,35700,33650,405592,14104575050,427370945600,12423574,KSQ
092220,KR7092220003,KEC,KOSPI,,2950,1,265,9.87,2705,3180,2705,80657240,242568329000,427051265950,144763141,STK
007690,KR7007690001,국도화학,KOSPI,,47300,1,100,0.21,47050,47750,46700,11604,548154050,426202136800,9010616,STK
095610,KR7095610002,테스,KOSDAQ GLOBAL,우량기업부,21550,1,100,0.47,21350,21650,21000,347756,7432451050,426005270300,19768226,KSQ
179290,KR7179290002,엠아이텍,KOSDAQ,벤처기업부,13230,1,620,4.92,12640,13320,12520,382782,4982667750,424890419940,32115678,KSQ
210980,KR7210980009,SK디앤디,KOSPI,,19100,1,1390,7.85,18810,23000,18750,2775883,58702287010,423832132400,22190164,STK
090360,KR7090360009,로보스타,KOSDAQ,중견기업부,43400,1,1300,3.09,45600,49600,43200,5554256,258630358200,423150000000,9750000,KSQ
230240,KR7230240004,에치에프알,KOSDAQ,벤처기업부,31250,1,1400,4.69,30200,31250,29700,243663,7486722450,421532062500,13489026,KSQ
140410,KR7140410002,메지온,KOSDAQ,중견기업부,15690,1,340,2.21,15170,16500,14810,718817,11397847910,419582262420,26742018,KSQ
090710,KR7090710005,휴림로봇,KOSDAQ,중견기업부,2555,1,5,0.2,2560,2665,2530,10246905,26513434785,418446908390,163775698,KSQ
161000,KR7161000005,애경케미칼,KOSPI,,8600,1,70,0.82,8510,8670,8480,129680,1110796810,418378897400,48648709,STK
001725,KR7001721000,신영증권우,KOSPI,,59100,1,100,0.17,59000,59100,59000,307,18129800,416877393300,7053763,STK
293940,KR7293940003,신한알파리츠,KOSPI,,5640,3,0,0.0,5660,5690,5600,127313,717772110,416401893720,73830123,STK
033290,KR7033290008,코웰패션,KOSDAQ,우량기업부,4695,1,105,2.29,4600,4710,4575,278412,1299755575,415508598630,88500234,KSQ
230360,KR7230360000,에코마케팅,KOSDAQ GLOBAL,중견기업부,12830,1,430,3.47,12490,12860,12420,87985,1117630550,415281812070,32368029,KSQ
389260,KR7389260001,대명에너지,KOSDAQ,중견기업부,24350,2,-150,-0.61,24600,25400,24300,260909,6465515450,415167500000,17050000,KSQ
298000,KR7298000001,효성화학,KOSPI,,130000,1,4300,3.42,125000,132500,125000,29956,3899647200,414716380000,3190126,STK
145990,KR7145990008,삼양사,KOSPI,,40200,1,550,1.39,39550,40500,39550,3867,154599200,414600649800,10313449,STK
382840,KR7382840007,원준,KOSDAQ,중견기업부,27400,1,200,0.74,27200,28450,27150,595981,16467337800,412659700200,15060573,KSQ
003920,KR7003920006,남양유업,KOSPI,,571000,1,27000,4.96,545000,576000,545000,3826,2163592000,411120000000,720000,STK
319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,3555,1,110,3.19,3460,3615,3460,2122693,7552195720,409469798790,115181378,KSQ
425040,KR7425040003,티이엠씨,KOSDAQ,기술성장기업부,38500,3,0,0.0,38500,38950,37500,304086,11643752950,408989889000,10623114,KSQ
281820,KR7281820001,케이씨텍,KOSPI,,19570,2,-70,-0.36,19630,19820,19200,44398,866493320,408260650920,20861556,STK
243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,52500,2,-200,-0.38,53400,54100,51700,109337,5738961500,407569522500,7763229,KSQ
049950,KR7049950009,미래컴퍼니,KOSDAQ,벤처기업부,47300,2,-2400,-4.83,49850,50000,46200,726719,34773313350,406156586000,8586820,KSQ
027410,KR7027410000,BGF,KOSPI,,4225,1,85,2.05,4125,4265,4085,153776,643476330,404403441975,95716791,STK
005180,KR7005180005,빙그레,KOSPI,,41000,1,300,0.74,40700,41150,40500,13646,558577950,403900881000,9851241,STK
182400,KR7182400002,엔케이맥스,KOSDAQ,기술성장기업부,10110,1,80,0.8,9930,10390,9760,456434,4571052160,402632357490,39825159,KSQ
082920,KR7082920000,비츠로셀,KOSDAQ,우량기업부,18670,2,-710,-3.66,19000,19450,18500,693320,13081884590,402135967840,21539152,KSQ
018470,KR7018470005,조일알미늄,KOSPI,,3175,1,45,1.44,3155,3175,3060,3864404,12074546595,402055714175,126631721,STK
035290,KR7035290006,골드앤에스,KOSDAQ,중견기업부,8650,3,0,0.0,8650,8740,8470,35427,303872840,401797378600,46450564,KSQ
015540,KR7015540008,쎌마테라퓨틱스,KOSPI,,6410,0,0,0.0,0,0,0,0,0,400989543110,62556871,STK
099430,KR7099430001,바이오플러스,KOSDAQ,벤처기업부,6920,1,130,1.91,6850,6960,6770,512213,3510182040,400881578880,57930864,KSQ
235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,18980,1,50,0.26,19200,19580,18690,107692,2056248620,400111591100,21080695,KSQ
041830,KR7041830001,인바디,KOSDAQ,우량기업부,29100,1,200,0.69,28950,29950,28850,84116,2465025650,398198056200,13683782,KSQ
399720,KR7399720002,가온칩스,KOSDAQ,벤처기업부,34350,1,100,0.29,34550,35500,33650,993208,34368390800,394623792000,11488320,KSQ
012630,KR7012630000,HDC,KOSPI,,6600,1,160,2.48,6440,6690,6440,181504,1197380790,394295358600,59741721,STK
060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,8440,3,0,0.0,8460,8470,8350,179653,1512636580,392996885280,46563612,KSQ
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,26850,1,250,0.94,26650,27000,26400,61569,1645029850,390524013600,14544656,KSQ
211270,KR7211270004,AP위성,KOSDAQ,벤처기업부,25800,1,3050,13.41,23100,26600,22900,8134274,203491858350,389123443200,15082304,KSQ
119610,KR7119610004,인터로조,KOSDAQ,우량기업부,29400,1,250,0.86,29350,29500,29100,12586,368641600,388564453200,13216478,KSQ
102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,33850,1,50,0.15,33800,34200,33050,10079,338427500,386308250600,11412356,KSQ
030520,KR7030520001,한글과컴퓨터,KOSDAQ,우량기업부,15310,2,-180,-1.16,15340,15570,15210,226466,3475719550,385870637300,25203830,KSQ
010690,KR7010690006,화신,KOSPI,,10950,2,-110,-0.99,11080,11160,10790,433474,4746677020,382378489500,34920410,STK
340570,KR7340570001,티앤엘,KOSDAQ,중견기업부,47000,1,1450,3.18,45550,47300,44950,83019,3861108050,382016000000,8128000,KSQ
237880,KR7237880000,클리오,KOSDAQ,중견기업부,21100,1,100,0.48,21150,21350,20550,84385,1767574100,381305548300,18071353,KSQ
304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,34000,2,-1050,-3.0,35500,36350,33250,927669,32178949750,381093046000,11208619,KSQ
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,벤처기업부,38050,2,-650,-1.68,38700,38850,37350,81051,3070102900,381030455050,10013941,KSQ
094800,KR7094800000,맵스리얼티1,KOSPI,,4100,1,15,0.37,4105,4105,4050,46808,190546585,380620757100,92834331,STK
138490,KR7138490008,코오롱플라스틱,KOSPI,,10010,2,-110,-1.09,10150,10160,9800,339133,3375560210,380380000000,38000000,STK
101160,KR7101160000,월덱스,KOSDAQ,우량기업부,23000,1,1000,4.55,22050,23450,21950,353633,8104400350,379752839000,16510993,KSQ
